page,table_id,col_1,col_2,col_3,col_4,col_5
5,1,"Modes de
gestion",Dénomination,Statut de l’opérateur,"Modalités de gestion
du service","• Aspects budgétaires
• Rémunération de l’opérateur
• Identification du coût du service"
5,1,"etcerid
noitseg",Régie,intégré,"Gestion intégrée
au sein de l’autorité
organisatrice","• Budget annexe du service public
• Coût du service difficilement identifiable
(charges fondues entre budget général et budget
annexe)"
5,1,,Régie autonome,"intégré mais distinct de
l’autorité organisatrice","Gestion partiellement
autonome","• Budget annexe du service public
• Coût du service aisément identifiable"
5,1,,"Régie autonome et
dotée de la personnalité
financière","intégré mais distinct de
l’autorité organisatrice",Gestion autonome,"• Budget annexe du service public
• Statut d’Établissement public industriel et
commercial
• Coût du service aisément identifiable"
5,1,,"Régie avec marché(s) de
prestations de services","Prestataire(s) assurant
certaines des opérations
de gestion","Obligation de moyens
pour assurer les
opérations du marché","• Budget annexe du service public
• Marché(s) public(s) de services avec rémunération
selon CCAP par l’autorité organisatrice
• Coût du service difficilement identifiable"
5,1,"éhcram
cilbup",Gérance,Prestataire privé,"Gestion partielle ou
totale selon le contrat","• Budget annexe du service public
• Rémunération forfaitaire par l’autorité
organisatrice
• Coût du service difficilement identifiable"
5,1,,Régie intéressée,Prestataire privé,"Gestion partielle ou
totale selon le contrat","• Budget annexe du service public
• Rémunération forfaitaire par l’autorité
organisatrice avec intéressement aux résultats
de l’exploitation
• Coût du service difficilement identifiable"
5,1,"eéugéléd
noitseg",Affermage,Fermier,Gestion totale,"• Budget annexe du service public
• Rémunération directe par les usagers incluse
dans la redevance
• Coût du service aisément identifiable"
5,1,,Concession,Concessionnaire,"Gestion totale avec
financement des
investissements","• Budget annexe du service public
• Rémunération directe par les usagers incluse
dans la redevance
• Coût du service difficilement identifiable"
