page,table_id,col_1,col_2,col_3
4,1,"Droit à l’inscription
du parent","Droit à l’inscription
du parent","Droit à l’inscription
de l’enfant"
4,1,Paragraphe 6(1),Paragraphe 6(1),Paragraphe 6(1)
4,1,Paragraphe 6(1),Non admissible,Paragraphe 6(2)
4,1,Paragraphe 6(1),Paragraphe 6(2),Paragraphe 6(1)
4,1,Paragraphe 6(2),Paragraphe 6(2),Paragraphe 6(1)
4,1,Paragraphe 6(2),Non admissible,Non admissible
9,1,"Caractéristiques
d’inscription du père",,Caractéristiques d’inscription de la mère,,,,,
9,1,,,"Avant le projet
de loi C-31",,Projet de loi C-31,,"Non
inscrite",Total
9,1,,,par. 6(1),par. 6(2),par. 6(1),par. 6(2),,
9,1,"Avant le projet de
loi C-31",par. 6(1),14 410,30,313,478,2 276,17 506
9,1,,par. 6(2),6,0,0,2,–,9
9,1,Projet de loi C-31,par. 6(1),247,0,19,26,129,422
9,1,,par. 6(2),610,0,44,63,–,718
9,1,Non inscrit,,3 164,–,491,–,–,3 656
9,1,"Non déclaré
(données manquantes)",,1 495,–,51,–,–,1 546
9,1,Total,,19 934,30,919,569,2 405,23 856
12,1,"Province
ou région","Population
indienne
inscrite, 2004","Personnes
inscrites aux
termes du projet
de loi C-31","Croissance
secondaire
attribuable
au projet de
loi C-31","Croissance
totale
attribuable
au projet de
loi C-31","Croissance attribuable
au projet de loi C-31
en % de la population
indienne inscrite","Croissance attribuable au
projet de loi C-31
(par rapport à ce à quoi
on aurait pu s’attendre
n’eût été le projet de loi)"
12,1,Région de l’Atlantique,31 916,4 019,3 290,7 309,"22,9","29,7"
12,1,Québec,69 677,10 745,5 424,16 169,"23,2","30,2"
12,1,Ontario,171 445,32 053,16 599,48 652,"28,4","39,6"
12,1,Manitoba,123 378,16 110,13 452,29 562,"24,0","31,5"
12,1,Saskatchewan,121 936,12 762,14 284,27 046,"22,2","28,5"
12,1,Alberta,98 406,11 439,11 280,22 719,"23,1","30,0"
12,1,Colombie-Britannique,122 386,19 226,14 488,33 714,"27,5","38,0"
12,1,Yukon,8 147,2 404,1 051,3 455,"42,4","73,6"
12,1,T.N.-O.,17 007,2 305,2 302,4 607,"27,1","37,2"
12,1,Toutes les régions,764 297,111 063,82 170,193 233,"25,3","33,8"
13,1,Province ou région,"Réintégrations et inscriptions
en vertu du projet de loi C-31",,"Croissance secondaire attribuable
au projet de loi C-31",,"Croissance totale attribuable
au projet de loi C-31",,% de femmes
13,1,,Femmes,Hommes,Femmes,Hommes,Femmes,Hommes,
13,1,Région de l’Atlantique,2 454,1 565,1 506,1 784,3 960,3 349,"54,2"
13,1,Québec,6 309,4 436,2 984,2 440,9 293,6 876,"57,5"
13,1,Ontario,17 939,14 114,8 486,8 113,26 425,22 227,"54,3"
13,1,Manitoba,8 997,7 113,6 740,6 712,15 737,13 825,"53,2"
13,1,Saskatchewan,7 417,5 345,7 701,6 583,15 118,11 928,"55,9"
13,1,Alberta,6 581,4 858,5 980,5 300,12 561,10 158,"55,3"
13,1,Colombie-Britannique,11 291,7 935,7 504,6 984,18 795,14 919,"55,7"
13,1,Yukon,1 325,1 079,471,580,1 796,1 659,"52,0"
13,1,T.N.-O.,1 376,929,1 200,1 102,2 576,2 031,"55,9"
13,1,Toutes les régions,63 689,47 374,42 573,39 597,106 262,86 971,"55,0"
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,1,,,,,,,,,,,,,,,,,,
15,2,,,,
15,2,,,,
15,2,,,,
15,2,,,,
15,3,,,
15,3,,,
15,4,,,
15,4,,,
15,5,,,
18,1,,,
18,1,,,
18,1,,,
18,2,,,
18,2,,,
18,2,,,
18,3,,,
18,3,,,
18,3,,,
18,4,,,
18,4,,,
18,5,,,
18,5,,,
18,6,,,
18,6,,,
29,1,Groupe,Premières nations,"Nombre
d’Indiens
inscrits
en 2002","Taux
d’ascen-
dance
mixte
(%)","% de personnes ayant
droit de figurer au
Registre des Indiens et
d’appartenir à la bande",,,
29,1,,,,,2002,2027,2052,2077
