page,table_id,col_1,col_2,col_3,col_4,col_5,col_6
10,1,,Accès à l’école,,Maintien à l’école,,N
10,1,(Intercept),"5,085 ***","3,579 ***","9,856 ***","7,861 ***",
10,1,Sexe (réf. Garçons),,,,,378
10,1,Filles,"1,097","1,144","1,257","1,289 *",373
10,1,Âge de l’enfant (continue),"0,997","0,998","0,849 ***","0,847 ***",
10,1,Nombre d’enfants de la mère (réf. Moins que 2 enfants),,,,,331
10,1,Entre 3 et 6 enfants,"1,414","1,483","1,153","1,177",687
10,1,plus que 6 enfants,"0,884","1,139","0,662 *","0,779",586
10,1,Niveau d’éducation du père (réf. École primaire),,,,,469
10,1,école coranique,"0,495 ***","0,441 ***","0,713 *","0,667 **",802
10,1,A commencé le secondaire,"7,981 ***","8,336 ***","2,953 ***","3,059 ***",261
10,1,Niveau d’éducation de la mère (réf. École primaire),,,,,935
10,1,école coranique,"1,089","1,07","1,122","1,079",526
10,1,A commencé le secondaire,"1,816","1,607","1,925 **","1,852 **",143
10,1,Migration du père (réf. Non-migrant),,,,,959
10,1,père migrant,,"2,227 ***",,"1,731 ***",645
15,1,,"Accès à
l’école","maintien à
l’école","Accès à
l’école","maintien à
l’école","Accès à
l’école","maintien à
l’école","Accès à
l’école","maintien à
l’école","Accès à
l’école","maintien à
l’école"
15,1,(Intercept),"3,736 ***","8,723 ***","3,554 ***","7,917 ***","3,490 ***","7,941 ***","3,37 ***","9,356 ***","3,543 ***","9,356 ***"
15,1,Durée de la migration,,,,,,,,,,
15,1,moins de 10 ans,"3,789 **","1,571",,,,,,,,
15,1,Entre 10 et 20 ans,"1,701 *","1,408 *",,,,,,,,
15,1,plus de 20 ans,"2,438 ***","2,168 ***",,,,,,,,
15,1,Envoi d’argent,,,,,,,,,,
15,1,oui,,,"2,445 ***","1,818 ***",,,,,,
15,1,Non,,,"1,527","1,283",,,,,,
15,1,Fréquence des visites,,,,,,,,,,
15,1,"Au moins une fois en 1,5 an",,,,,"3,016 ***","1,619 **",,,,
15,1,"moins d’une fois en 1,5 an",,,,,"1,937 ***","1,879 ***",,,,
15,1,Moment dans le parcours de vie de l’enfant,,,,,,,,,,
15,1,Retour avant 12 ans,,,,,,,"1,818 **","1,912 ***",,
15,1,Retour après 12 ans,,,,,,,"2,601 ***","1,621 **",,
15,1,Période de départ,,,,,,,,,,
15,1,Départ avant 1990,,,,,,,,,"2,177 ***","2,408 ***"
15,1,Départ après 1990,,,,,,,,,"2,266 ***","1,397 *"
16,1,,Accès,,,,Maintien à l’école,,,
16,1,,Filles,,Garçons,,Filles,,Garçons,
16,1,(Intercept),"10,837 ***","7,501 ***","2,959 **","2,186 *","13,943 ***",11 600 ***,"8,820 ***","6,994 ***"
16,1,"Âge de l’enfant
(continue)","0,959 *","0,956 **","1,034 *","1,036 *","0,838 ***","0,836 ***","0,860 ***","0,857 ***"
16,1,Nombre d’enfants de la mère (réf. Moins que 2 enfants),,,,,,,,
16,1,Entre 3 et 6 enfants,"1,744","1,906 *","1,197","1,224","1,353","1,384","1,002","1,014"
16,1,plus que 6 enfants,"1,114","1,584","0,766","0,923","0,639","0,742","0,689","0,805"
16,1,Niveau d’éducation du père (réf. École primaire),,,,,,,,
16,1,école coranique,"0,369 ***","0,340 ***","0,606 **","0,523 **","0,670 *","0,657 *","0,761","0,672 *"
16,1,"A commencé
le secondaire","7,294 **","7,965 **","8,457 ***","8,645 ***","2,801 ***","2,939 ***","3,05 ***","3,111 ***"
16,1,Niveau d’éducation de la mère (réf. École primaire),,,,,,,,
16,1,école coranique,"1,182","1,168","1,041","1,021","1,270","1,220","1,023","0,989"
16,1,"A commencé
le secondaire","2,342","1,974","1,522","1,379","2,68 **","2,57 **","1,54","1,498"
16,1,Migration du père (réf. Non-migrant),,,,,,,,
16,1,père migrant,,"2,377 ***",,"2,140 ***",,"1,525 *",,"1,906 ***"
20,1,"tableau 4
Les facteurs socio-économiques et leur lien avec la migration paternelle et la scolarisation — Régression logistique",,,,,,,,,,,,,,
20,1,,Accès à l’école,,,,,,Maintien à l’école,,,,,,,
20,1,,Filles,,,Garçons,,,Filles,,,,,Garçons,,
20,1,(Intercept),"6,074
***","7,501
***","5,635
***","2,34
**","2,186
*","1,859","13,290
***","11 600
***","7,645
***","11,450
***","14,585
***","7,330
***","6,994
***","5,382
***"
20,1,"Âge de l’enfant
(continue)","0,961
*","0,951
**","0,951
**","1,041
*","1,036
*","1,034
*","0,85
***","0,835
***","0,827
***","0,835
***","0,835
***","0,869
***","0,861
***","0,852
***"
20,1,Nombre d’enfants de la mère (réf. Moins que 2 enfants),,,,,,,,,,,,,,
20,1,"Entre 3 et
6 enfants","1,420","1,906
*","2,102
*","1,010","1,224","1,065","1,029","1,384","1,605","1,383","1,425","0,878","1,014","1,007"
20,1,"plus que
6 enfants","0,970","1,584","1,878","0,763","0,923","0,846","0,500
**","0,741","0,942","0,748","0,733","0,664","0,803","0,787"
20,1,Migration du père (réf. Non-migrant),,,,,,,,,,,,,,
20,1,père migrant,"2,048
**","2,377
***","1,184","1, 600
*","2,14
***","1,619","1,388","1,525
*","1,063","1,735
*","0,811","1,514
**","1,906
***","1,303"
20,1,Niveau d’éducation du père (réf. École primaire),,,,,,,,,,,,,,
20,1,école coranique,,"0,340
***","0,320
***",,"0,523
**","0,560
*",,"0,657
*","0,733","0,670","0,482
**",,"0,670
*","0,705"
20,1,"A commencé
le secondaire",,"7,965
**","5,601
*",,"8,645
***","7,471
**",,"2,939
***","2,573
**","2,995
***","1,837",,"3,111
***","3,065
***"
20,1,Niveau d’éducation de la mère (réf. École primaire),,,,,,,,,,,,,,
20,1,école coranique,,"1,168","1,288",,"1,021","1,067",,"1,220","1,365","1,206","1,241",,"0,990","0,980"
20,1,"A commencé
le secondaire",,"1,974","1,692",,"1,379","1,105",,"2,570
**","2,330
*","5,772
**","2,522
*",,"1,498","1,082"
20,1,Indice économique (réf. Faible),,,,,,,,,,,,,,
20,1,moyen,,,"1,844
*",,,"1,868
*",,,"1,919
**",,,,,"1,738"
20,1,Bon,,,"3,740
***",,,"1,718",,,"2,197
**",,,,,"2,452
***"
20,1,Interactions,,,,,,,,,,,,,,
20,1,Migr_père : Educ_Mère – École coranique,,,,,,,,,,"0,990",,,,
20,1,Migr_père : Educ_Mère – A commencé le cycle secondaire,,,,,,,,,,"0,188*",,,,
20,1,Migr_père : Educ_père – École coranique,,,,,,,,,,,"2,190",,,
20,1,Migr_père : Educ_père – A commencé le cycle secondaire,,,,,,,,,,,"4,389*",,,
