page,table_id,col_1,col_2,col_3,col_4
6,1,,Niveau de connaissance du basque,,Total
6,1,,Niveau élevé,Niveau intermédiaire,
6,1,1986,24,17,42
6,1,1991,26,20,46
6,1,1996,31,20,50
6,1,2001,32,23,55
6,1,2006,37,22,59
8,1,Population,Capacité à parler le galicien,,Total
8,1,,Niveau élevé,Niveau intermédiaire,
8,1,5-29 ans,66,23,89
8,1,30-49 ans,66,22,88
8,1,50 ans et plus,71,21,92
8,1,Ensemble,66,22,88
10,1,Population,Connaissance du basque,1986,1991,1996,2001,2006
10,1,"Native
de la CAPB",Niveau élevé,25,26,31,32,37
10,1,,Niveau intermédiaire,17,20,20,23,22
10,1,,Pas de connaissance,58,54,49,45,40
10,1,,Total,100,100,100,100,100
10,1,"Non native
de la CAPB",Niveau élevé,2,3,5,5,13
10,1,,Niveau intermédiaire,8,9,10,13,16
10,1,,Pas de connaissance,89,88,86,81,71
10,1,,Total,100,100,100,100,100
11,1,"Population
comprenant le
catalan",1986,1991,1996,2001,"Population
parlant le catalan",1986,1991,1996,2001
11,1,Née en Catalogne,95,98,99,99,Née en Catalogne,82,86,92,89
11,1,"Née dans une autre
Communauté",81,85,87,90,"Née dans une
autre Communauté",30,33,39,47
11,1,Née à l’étranger,82,80,82,69,Née à l’étranger,46,40,51,37
11,1,Ensemble,90,94,95,95,Ensemble,64,68,75,75
11,2,"Origine de
la population","Compréhension
du galicien",,Total,"Origine de
la population","Capacité à parler
le galicien",,Total
11,2,,"Niveau
élevé","Niveau
inter-
médiaire",,,"Niveau
élevé","Niveau
inter-
médiaire",
11,2,Née en Galice,83,15,98,Née en Galice,71,21,92
11,2,"Née dans
une autre
Communauté",59,31,90,"Née dans
une autre
Communauté",27,24,51
11,2,Née à l’étranger,62,24,86,Née à l’étranger,41,26,67
14,1,Tranche d’âge,Catalan,Espagnol,Catalan et espagnol,Autre langue,Total
14,1,15-29 ans,31,51,5,13,100
14,1,30-44 ans,27,56,4,13,100
14,1,45-64 ans,32,59,3,6,100
14,1,65 ans et plus,41,54,2,3,100
14,1,Ensemble,32,55,4,9,100
15,1,Tranche d’âge,Galicien,Espagnol,Galicien et espagnol,Total
15,1,5-29 ans,34,42,24,100
15,1,30-49 ans,47,36,17,100
15,1,50 ans et plus,71,18,11,100
15,1,Ensemble,53,31,17,100
16,1,Tranche d’âge,Famille,École,Amis/voisins,Travail,Autre
16,1,5-29 ans,70,67,9,1,1
16,1,30-49 ans,83,27,15,6,4
16,1,50 ans et plus,94,5,17,3,3
16,1,Ensemble,84,30,14,3,3
