page,table_id,col_1,col_2,col_3
7,1,Année,"Nombre de publicités
anglophones","Nombre de publicités
francophones"
7,1,1951,2,2
7,1,1955,7,15
7,1,1959,31,60
7,1,1965,518,1182
7,1,1969,338,920
