directory,metric,authors,bibliographies,content_tables,figures,id,keywords,pagination,rights,section_titles,tables,themes
ae49,soft_precision,0.0,0.7659797979797979,,0.00254,0.0,,0.0,0.0,0.3384141414141414,0.0006617647058823529,0.0
ae49,soft_recall,0.0,0.720676767676768,,0.01332,0.0,,0.0,0.0,0.24305050505050496,0.0024558823529411767,0.0
ae49,soft_avg_similarity,0.0,0.7167070707070705,,0.03314,0.0,,0.0,0.0,0.24209090909090905,0.0,0.0
ae49,levenshtein_precision,0.0,0.7661313131313131,,0.005880000000000001,0.0,,0.0,0.0,0.3392525252525253,0.0006617647058823529,0.0
ae49,levenshtein_recall,0.0,0.7208181818181822,,0.033319999999999995,0.0,,0.0,0.0,0.24372727272727263,0.0024558823529411767,0.0
ae49,levenshtein_avg_similarity,0.0,0.7171212121212118,,0.05082,0.0,,0.0,0.0,0.24264646464646458,0.0,0.0
cqd27,soft_precision,0.0,0.8609700000000003,,0.07858666666666665,0.0,0.9881428571428571,0.0,0.0,0.55737,0.14017241379310344,0.0
cqd27,soft_recall,0.0,0.8158200000000001,,0.3700533333333333,0.0,1.0,0.0,0.0,0.58861,0.1838045977011494,0.0
cqd27,soft_avg_similarity,0.0,0.8102299999999998,,0.51676,0.0,0.9984285714285714,0.0,0.0,0.58839,0.0,0.0
cqd27,levenshtein_precision,0.0,0.8615400000000002,,0.07858666666666665,0.0,0.9881428571428571,0.0,0.0,0.55737,0.14017241379310344,0.0
cqd27,levenshtein_recall,0.0,0.8163700000000002,,0.3700533333333333,0.0,1.0,0.0,0.0,0.58861,0.1838045977011494,0.0
cqd27,levenshtein_avg_similarity,0.0,0.81169,,0.5179333333333332,0.0,0.9984285714285714,0.0,0.0,0.58839,0.0,0.0
2cols,soft_precision,0.0,0.8526511627906977,0.4100454545454545,0.11251282051282051,0.0,0.9201562499999999,0.0,0.0,0.41174999999999995,0.1571875,0.0
2cols,soft_recall,0.0,0.8291395348837209,0.42163636363636364,0.2954358974358974,0.0,0.8954375,0.0,0.0,0.33129545454545456,0.16590625,0.0
2cols,soft_avg_similarity,0.0,0.8195116279069766,0.39627272727272733,0.4835897435897435,0.0,0.8911250000000001,0.0,0.0,0.33097727272727273,0.17750000000000002,0.0
2cols,levenshtein_precision,0.0,0.8631860465116279,0.6669090909090909,0.11251282051282051,0.0,0.9201562499999999,0.0,0.0,0.41174999999999995,0.1571875,0.0
2cols,levenshtein_recall,0.0,0.8393720930232558,0.675590909090909,0.2954358974358974,0.0,0.8954375,0.0,0.0,0.33129545454545456,0.16590625,0.0
2cols,levenshtein_avg_similarity,0.0,0.831046511627907,0.6330909090909093,0.4835897435897435,0.0,0.8911250000000001,0.0,0.0,0.33097727272727273,0.18865624999999997,0.0
